p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
RPS3A1	1.23262753794383e-68	0.289962626317413	0.998	0.997	2.22045524685201e-64	6	RPS3A
RPL171	9.12053119132919e-68	0.267265718979659	0.995	0.98	1.64297248880604e-63	6	RPL17
MAN1A1	2.69869489271772e-67	0.323800804644022	0.355	0.154	4.8614289797417e-63	6	MAN1A1
RPL33	3.8216713912222e-66	0.313534865579843	0.992	0.948	6.88435884414766e-62	6	RPL3
CFD1	1.27772412117998e-65	0.344597070344226	0.672	0.39	2.30169223189362e-61	6	CFD
CDK63	2.21242539719764e-65	0.39553560157838	0.675	0.417	3.98546311051182e-61	6	CDK6
RPLP21	3.46030870654343e-63	0.296957915804933	0.989	0.945	6.23340010396733e-59	6	RPLP2
RPL91	1.20594723254029e-62	0.291993025670493	0.995	0.983	2.17239334469807e-58	6	RPL9
RPL7A1	2.96568681008406e-61	0.281856559236727	0.956	0.827	5.34238821968542e-57	6	RPL7A
NAP1L1	7.80756524858511e-61	0.285187657270528	0.865	0.649	1.40645480388012e-56	6	NAP1L1
RPL22	2.21304856696811e-60	0.256356742324106	0.971	0.906	3.98658568853635e-56	6	RPL22
VAMP8	1.29742247921427e-59	0.277098603526273	0.714	0.467	2.33717685405658e-55	6	VAMP8
SNHG5	2.91250158147183e-59	0.302357682258924	0.825	0.626	5.24658034886335e-55	6	SNHG5
MIF1	4.00495832029335e-59	0.281245558144146	0.735	0.486	7.21453191817644e-55	6	MIF
CAT	4.18985030887896e-59	0.399235815570265	0.551	0.336	7.54759634641456e-55	6	CAT
GAS51	1.16687450882423e-58	0.32888579038211	0.771	0.542	2.10200774019597e-54	6	GAS5
RPL10A1	6.72118810812339e-58	0.26548669915569	0.957	0.903	1.21075482579735e-53	6	RPL10A
APEX1	3.33769658890161e-57	0.258820671291974	0.542	0.313	6.01252663524737e-53	6	APEX1
RPS71	4.64495093971045e-55	0.259270204185685	0.968	0.91	8.36741462279441e-51	6	RPS7
RNASEH2C	1.20711249287823e-54	0.295977785305787	0.381	0.19	2.17449244467085e-50	6	RNASEH2C
RPL291	3.2738763787619e-51	0.283089085601282	0.863	0.716	5.89756090870168e-47	6	RPL29
RPL18A1	4.43677975959571e-50	0.306899809054096	0.966	0.922	7.99241505893571e-46	6	RPL18A
RPS22	2.00777214067807e-48	0.321515271689334	0.952	0.872	3.61680073421748e-44	6	RPS2
RPS31	1.41418954505313e-47	0.295255479935733	0.946	0.864	2.5475210464587e-43	6	RPS3
RPL131	8.20700477633183e-47	0.250963589649875	0.999	0.989	1.47840984040842e-42	6	RPL13
RPS161	6.61431938776353e-44	0.269443005485614	0.96	0.909	1.19150349451172e-39	6	RPS16
HSP90B1	1.10085323282071e-43	0.363456998274501	0.736	0.579	1.98307701360322e-39	6	HSP90B1
RPL81	9.82485349057121e-43	0.283146484748381	0.837	0.684	1.7698491077915e-38	6	RPL8
RPS51	1.86187782753997e-39	0.301774701126836	0.895	0.777	3.35398671853051e-35	6	RPS5
SRGN1	1.15508052090735e-33	0.645842957406156	0.745	0.804	2.08076205036251e-29	6	SRGN
HSPA51	1.44143840958035e-25	0.261603849331325	0.636	0.476	2.59660715101805e-21	6	HSPA5
RNA5-8S	4.60293209164946e-24	0.283555576245756	0.592	0.45	8.29172186989733e-20	6	RNA5-8S
CCL5	0	1.56762798606444	0.789	0.085	0	7	CCL5
GNLY	0	1.32903926432588	0.506	0.018	0	7	GNLY
GZMA	0	1.11044726782393	0.62	0.01	0	7	GZMA
SYNE21	0	1.10080044328208	0.64	0.08	0	7	SYNE2
ETS11	0	0.972790325829149	0.694	0.111	0	7	ETS1
PRF1	0	0.904355698330789	0.47	0.009	0	7	PRF1
SYNE1	0	0.825886646949046	0.499	0.05	0	7	SYNE1
IFITM11	0	0.793886804973573	0.558	0.102	0	7	IFITM1
IL321	0	0.76021800008676	0.515	0.042	0	7	IL32
KLRD1	0	0.733678763042355	0.411	0.009	0	7	KLRD1
KLRK1	0	0.690685133803746	0.439	0.016	0	7	KLRK1
NKG7	0	0.686639564089222	0.465	0.038	0	7	NKG7
GZMB	0	0.618220263114639	0.328	0.005	0	7	GZMB
SLFN51	0	0.603328666805007	0.422	0.05	0	7	SLFN5
CD21	0	0.574358384925608	0.415	0.054	0	7	CD2
IKZF3	0	0.522864455823154	0.371	0.04	0	7	IKZF3
KLRB1	0	0.513702673513624	0.286	0.013	0	7	KLRB1
CD8A	0	0.428423781960469	0.265	0.01	0	7	CD8A
PYHIN1	0	0.416386989784112	0.258	0.015	0	7	PYHIN1
CD247	0	0.336399268754665	0.258	0.011	0	7	CD247
RUNX3	1.01330789344627e-298	0.409956222479708	0.326	0.039	1.82537283925411e-294	7	RUNX3
B2M	2.47873245123954e-275	0.763214354320855	1	0.988	4.4651886376629e-271	7	B2M
DUSP2	3.98315530103822e-256	0.500360594204494	0.346	0.052	7.17525595929025e-252	7	DUSP2
CMC1	1.38430082950454e-254	0.722233852115661	0.455	0.096	2.49367951426948e-250	7	CMC1
ARL4C	4.71144034921837e-243	0.574737684059985	0.405	0.076	8.48718864508197e-239	7	ARL4C
CST71	2.10536187143119e-226	0.465794594232346	0.356	0.062	3.79259887519615e-222	7	CST7
CD3G1	6.01908571733377e-212	0.434004375654161	0.287	0.042	1.08427810112051e-207	7	CD3G
PTPRC2	1.20343526012992e-187	0.774860513938658	0.89	0.556	2.16786827759804e-183	7	PTPRC
CD3D1	1.72958462530367e-163	0.486456294421841	0.364	0.083	3.11567374402202e-159	7	CD3D
CALM11	1.25995089366406e-145	0.734858549536718	0.777	0.48	2.26967553984644e-141	7	CALM1
GNG2	3.20319177783373e-136	0.344901499552976	0.267	0.055	5.77022966858968e-132	7	GNG2
GIMAP71	7.41068486094816e-133	0.396678122644641	0.298	0.068	1.3349607708512e-128	7	GIMAP7
HLA-E1	7.04965924883981e-112	0.613601740231552	0.821	0.587	1.269925617086e-107	7	HLA-E
RNF213	2.26739533203549e-109	0.505297908527187	0.506	0.21	4.08448595112873e-105	7	RNF213
PTPRCAP	3.30162549478783e-104	0.458067965701541	0.45	0.174	5.9475481663108e-100	7	PTPRCAP
HLA-B	1.94074598547504e-102	0.545179740488788	0.919	0.771	3.49605981823474e-98	7	HLA-B
TMSB4X2	3.59143006162972e-97	0.426010489451082	0.999	0.924	6.46960211301977e-93	7	TMSB4X
TXNIP2	2.47646892691602e-96	0.644599167443348	0.828	0.611	4.46111112494652e-92	7	TXNIP
PIP4K2A	5.8529599141634e-94	0.394724462643282	0.411	0.157	1.05435219893739e-89	7	PIP4K2A
RPS271	1.21152593925049e-89	0.392410866217818	0.999	0.993	2.18244282696583e-85	7	RPS27
HLA-F	4.41550535075964e-89	0.392827406985969	0.407	0.159	7.95409133885842e-85	7	HLA-F
JAK1	1.18266727939255e-78	0.505090246512612	0.491	0.244	2.13045683709774e-74	7	JAK1
HLA-C	1.78924579043975e-78	0.503869637565898	0.755	0.554	3.22314736689816e-74	7	HLA-C
MAN1A2	7.2084989420644e-76	0.512701683493894	0.542	0.297	1.29853899942348e-71	7	MAN1A2
STK17A	1.54902163711079e-74	0.354336664012674	0.296	0.102	2.79040757709138e-70	7	STK17A
BTG11	9.98545040065744e-73	0.435549612323452	0.548	0.29	1.79877903517443e-68	7	BTG1
LITAF	7.17036304210164e-72	0.335110980139356	0.329	0.123	1.29166919840419e-67	7	LITAF
ATM1	1.42122112477869e-69	0.411146807892462	0.383	0.166	2.56018773417634e-65	7	ATM
KIAA15511	1.55821775625994e-68	0.441455979908987	0.4	0.178	2.80697346612666e-64	7	KIAA1551
CD96	5.77574019788327e-64	0.3315323597486	0.341	0.137	1.04044183924669e-59	7	CD96
SLC38A11	6.69973859817147e-63	0.403999969583145	0.439	0.214	1.20689091107461e-58	7	SLC38A1
TNFAIP31	7.42068826144177e-62	0.425822626898866	0.319	0.127	1.33676278341612e-57	7	TNFAIP3
UTRN	2.44634807628378e-60	0.517866121766577	0.465	0.256	4.4068514246176e-56	7	UTRN
RNF125	1.76866672100165e-59	0.325654229150547	0.314	0.127	3.18607623121237e-55	7	RNF125
CD481	1.75944658375371e-54	0.316734609072093	0.325	0.139	3.16946707597393e-50	7	CD48
PIK3R1	5.01590447651118e-52	0.564794426992971	0.455	0.268	9.03565032398724e-48	7	PIK3R1
ID2	1.23001370009604e-51	0.426986239500363	0.455	0.252	2.21574667935302e-47	7	ID2
CDC42SE2	3.26704931285008e-51	0.383517511070174	0.456	0.258	5.88526263216813e-47	7	CDC42SE2
PARP8	1.10791982747993e-48	0.363490106938431	0.355	0.174	1.99580677722235e-44	7	PARP8
CNOT6L	3.70226020248314e-48	0.369945916191524	0.329	0.155	6.66925152875313e-44	7	CNOT6L
CDC42SE1	1.15010462093946e-45	0.337936992900017	0.434	0.244	2.07179846416034e-41	7	CDC42SE1
HLA-A	1.29903478557384e-41	0.370618735608378	0.71	0.563	2.34008126273272e-37	7	HLA-A
APOL6	1.141563538134e-35	0.26765379459257	0.261	0.122	2.05641255759458e-31	7	APOL6
MBP	2.0719570963034e-35	0.261700761204768	0.276	0.133	3.73242351328095e-31	7	MBP
YWHAZ1	6.67666599484635e-35	0.350176251541	0.725	0.637	1.20273461231162e-30	7	YWHAZ
SEPT7	9.91382627828074e-34	0.341067965248837	0.509	0.361	1.78587666576949e-29	7	SEPT7
CYTH1	4.93398981891687e-33	0.253975424010956	0.312	0.163	8.88808925979684e-29	7	CYTH1
RBL2	1.60358516319081e-30	0.276366390265063	0.288	0.152	2.88869831297193e-26	7	RBL2
MYL12A1	3.12464699688088e-28	0.331337778644851	0.627	0.523	5.62873910018122e-24	7	MYL12A
UHMK1	1.02870374830565e-25	0.280104143635478	0.361	0.226	1.8531069321978e-21	7	UHMK1
SAMD9	2.82556196490218e-25	0.271885324164379	0.26	0.139	5.08996732357478e-21	7	SAMD9
CXCR41	5.88016034660716e-25	0.295627769835445	0.394	0.26	1.05925208483781e-20	7	CXCR4
RNA28S1	2.11425880488372e-24	0.33594701515778	1	1	3.80862581111753e-20	7	RNA28S
FYB11	1.0112536583017e-23	0.283616339679161	0.39	0.253	1.82167234006468e-19	7	FYB1
ZFP36L2	8.73986710812915e-23	0.373814163414134	0.621	0.541	1.57439966085838e-18	7	ZFP36L2
CD69	3.89351540877351e-22	0.280133474014614	0.28	0.159	7.0137786573646e-18	7	CD69
DDX5	3.99687291310172e-21	0.270711316561724	0.737	0.71	7.19996686566145e-17	7	DDX5
AKAP13	4.97163333114689e-19	0.265216000006311	0.389	0.274	8.95590028272801e-15	7	AKAP13
MACF1	2.44503732390793e-18	0.286499335903505	0.471	0.368	4.40449023528774e-14	7	MACF1
STK4	9.02253120380294e-17	0.26137424550799	0.357	0.254	1.62531877105306e-12	7	STK4
RAP1B	9.71347614481207e-17	0.268661001682897	0.425	0.327	1.74978559272645e-12	7	RAP1B
SP100	6.67404102938155e-16	0.281284051310085	0.406	0.311	1.20226175103279e-11	7	SP100
SARAF1	4.20757344847493e-15	0.278002946526628	0.409	0.321	7.57952281008274e-11	7	SARAF
ANKRD121	6.83613687237411e-15	0.306789655497093	0.423	0.341	1.23146169618947e-10	7	ANKRD12
ADD3	8.64951787330326e-15	0.265039585292635	0.337	0.245	1.55812414969685e-10	7	ADD3
IQGAP11	3.27551954192278e-14	0.260049348018808	0.509	0.442	5.9005209028197e-10	7	IQGAP1
MBNL1	1.73992487263743e-13	0.265815139141424	0.535	0.478	3.13430066556906e-09	7	MBNL1
YPEL5	6.31176089145785e-08	0.253274934391197	0.298	0.24	0.00113700060698722	7	YPEL5
IGLL5	0	2.90975375378162	0.305	0.027	0	8	IGLL5
JCHAIN	0	2.81348066635211	0.652	0.038	0	8	JCHAIN
ELK2AP	0	2.09990186571133	0.311	0.005	0	8	ELK2AP
MZB1	0	1.2044562171237	0.46	0.028	0	8	MZB1
TXNDC5	0	0.90577408376709	0.425	0.038	0	8	TXNDC5
SLAMF7	0	0.606920783881806	0.353	0.019	0	8	SLAMF7
ANKRD36BP2	0	0.564544022985424	0.299	0.015	0	8	ANKRD36BP2
IRF4	0	0.538312824934833	0.29	0.024	0	8	IRF4
FKBP11	4.10105089994585e-293	0.505489751825055	0.326	0.035	7.38763309116245e-289	8	FKBP11
ELL2	3.96356915448834e-288	0.630008559249529	0.365	0.045	7.1399734748953e-284	8	ELL2
FAM46C	2.06058224443883e-264	0.531692688230452	0.332	0.04	3.71193285513211e-260	8	FAM46C
TPD52	8.39245074778884e-263	0.356524683462068	0.275	0.027	1.51181607770668e-258	8	TPD52
SEC11C	3.37796888113815e-252	1.08151712471645	0.496	0.103	6.08507314248226e-248	8	SEC11C
PIM2	2.01422658366995e-192	0.478600394832912	0.311	0.048	3.62842776782305e-188	8	PIM2
ITM2C	7.28583730249621e-192	0.556307952285426	0.496	0.122	1.31247073167167e-187	8	ITM2C
SEL1L3	2.94039818874543e-189	0.360945318791885	0.277	0.038	5.29683329720601e-185	8	SEL1L3
HERPUD1	8.84841990788289e-164	0.525907586534899	0.368	0.078	1.59395436220602e-159	8	HERPUD1
TP53INP1	2.46852950137513e-149	0.390180217711863	0.305	0.057	4.44680904377716e-145	8	TP53INP1
BIRC3	2.18284801307902e-148	1.40527829528225	0.344	0.076	3.93218241076055e-144	8	BIRC3
TXNDC11	1.73868763062928e-143	0.289645871601774	0.257	0.042	3.13207189781559e-139	8	TXNDC11
ZBTB38	3.89303062031218e-140	0.430985107835433	0.332	0.071	7.01290535943036e-136	8	ZBTB38
FBXW7	4.83200074506005e-138	0.631210170828225	0.417	0.115	8.70436614215117e-134	8	FBXW7
PRDX4	2.43120826151737e-129	0.560766243032964	0.357	0.089	4.37957856229738e-125	8	PRDX4
FKBP2	3.25447557142858e-129	0.419400420794592	0.336	0.079	5.86261229437145e-125	8	FKBP2
PLPP5	5.36145388605598e-122	0.354573881748595	0.294	0.063	9.65812303034125e-118	8	PLPP5
CD59	1.17427470558473e-118	0.337954672048548	0.287	0.061	2.11533845464034e-114	8	CD59
SSR4	7.05134731449784e-108	1.34792099508945	0.655	0.384	1.27022970523364e-103	8	SSR4
UBE2J1	2.21287063316739e-105	0.708632511497398	0.556	0.245	3.98626515858774e-101	8	UBE2J1
SPCS2	9.76978921690076e-103	0.630512809326706	0.477	0.186	1.7599298295325e-98	8	SPCS2
SELENOS	6.65438197899739e-91	0.409509236781309	0.378	0.124	1.19872036969659e-86	8	SELENOS
ERLEC1	5.95711696534628e-87	0.443778514634063	0.371	0.123	1.07311505013748e-82	8	ERLEC1
MEF2C	5.73895319302676e-85	0.415732199228897	0.535	0.227	1.03381502819184e-80	8	MEF2C
DNAJC1	2.99042522201968e-82	0.484152541305436	0.417	0.158	5.38695199494625e-78	8	DNAJC1
B2M1	1.96225458245179e-81	0.846125084787057	0.999	0.988	3.53480540482866e-77	8	B2M
SSR3	6.07973532643279e-81	0.608305188751949	0.513	0.245	1.0952035217036e-76	8	SSR3
COMMD3	6.34213093578532e-78	0.897334572966477	0.39	0.153	1.14247146677237e-73	8	COMMD3
XBP1	1.84424005304182e-75	0.579917655505914	0.546	0.273	3.32221403154953e-71	8	XBP1
RNA18S	4.24178437608428e-74	0.736570033396013	1	1	7.64115037507822e-70	8	RNA18S
SPCS1	8.6672612994149e-74	0.418804886028876	0.474	0.209	1.5613204504766e-69	8	SPCS1
CCDC50	6.02576338344135e-70	0.334496530819236	0.269	0.078	1.08548101589313e-65	8	CCDC50
ARID5B	2.61508038924199e-66	0.278447457210781	0.26	0.077	4.71080581318052e-62	8	ARID5B
LMAN1	5.49441644892258e-64	0.396272029749339	0.375	0.151	9.89764179108914e-60	8	LMAN1
SEL1L	1.33780084719492e-62	0.430095145669968	0.318	0.116	2.40991444613693e-58	8	SEL1L
RABAC1	2.1042486421061e-62	0.259954287287038	0.275	0.088	3.79059350388994e-58	8	RABAC1
HSP90B11	2.88973576914925e-61	1.25438656368952	0.719	0.582	5.20557001454545e-57	8	HSP90B1
PDIA4	1.12961054921415e-57	0.355955943748846	0.336	0.132	2.03488044335438e-53	8	PDIA4
HDLBP	1.13470761982684e-56	0.457050246645548	0.422	0.201	2.04406230635607e-52	8	HDLBP
METTL7A	8.75390759870633e-56	0.288088452701637	0.383	0.159	1.57692891483096e-51	8	METTL7A
SELENOK	2.27651202850426e-54	0.529529782513082	0.407	0.199	4.10090876814758e-50	8	SELENOK
SEC62	1.31882923249462e-53	0.545816196645139	0.508	0.295	2.37573897941581e-49	8	SEC62
NCOA3	5.98126057665359e-52	0.287892989551081	0.303	0.115	1.07746428027838e-47	8	NCOA3
CDV3	1.94681846198485e-51	0.484129253677655	0.477	0.259	3.50699877741951e-47	8	CDV3
RRBP1	1.16465084119134e-48	0.2676081909192	0.288	0.111	2.09800202532208e-44	8	RRBP1
MIA3	1.4885958506829e-48	0.282231130547534	0.33	0.136	2.68155656542017e-44	8	MIA3
HSP90B2P	2.04438736644211e-48	0.481722820931781	0.312	0.129	3.68275940190881e-44	8	HSP90B2P
TCF4	5.49825565894312e-47	0.3584608814766	0.277	0.106	9.90455774402014e-43	8	TCF4
MAN1A11	7.25758420548296e-47	0.286696429791654	0.36	0.157	1.3073812187757e-42	8	MAN1A1
CREB3L2	1.00306078744274e-46	0.251563236213322	0.269	0.1	1.80691370249935e-42	8	CREB3L2
TMEM59	3.95551715148265e-46	0.38318143556903	0.471	0.26	7.12546859668084e-42	8	TMEM59
SEC61B	3.08932705447517e-44	0.367431956252724	0.451	0.242	5.56511375593158e-40	8	SEC61B
TMEM258	4.48310050762769e-44	0.377574539996299	0.435	0.235	8.07585725444052e-40	8	TMEM258
CCPG1	5.18426642340778e-43	0.295969529303799	0.338	0.151	9.33893753512678e-39	8	CCPG1
SPCS3	1.06641964132649e-42	0.610145894253285	0.559	0.392	1.92104834188554e-38	8	SPCS3
ZBTB20	2.44267189730023e-42	0.27281963477078	0.312	0.131	4.40022915579663e-38	8	ZBTB20
IFNAR1	1.78927445637558e-40	0.316564004850199	0.35	0.166	3.22319900571497e-36	8	IFNAR1
MALAT12	4.10042416718538e-39	0.665792031046146	0.994	0.989	7.38650409476774e-35	8	MALAT1
TRAM1	7.60036797694652e-38	0.418319962180186	0.513	0.314	1.36913028736715e-33	8	TRAM1
MYDGF	1.01960671619441e-35	0.284585604955714	0.333	0.165	1.8367195385526e-31	8	MYDGF
GOLGB1	4.84796666702548e-35	0.309185512861675	0.472	0.274	8.7331271539797e-31	8	GOLGB1
CFLAR	9.61913318292716e-35	0.324522597761626	0.411	0.225	1.7327906515725e-30	8	CFLAR
YPEL51	2.81642784525154e-34	0.324879912898979	0.432	0.236	5.07351312043612e-30	8	YPEL5
SERP1	4.80222862089071e-31	0.282902305861161	0.468	0.285	8.65073463767253e-27	8	SERP1
PPIB	1.00519825818798e-28	0.26320628174837	0.359	0.197	1.81076414229983e-24	8	PPIB
B4GALT1	1.06169056280472e-28	0.27582528637749	0.294	0.147	1.91252937983642e-24	8	B4GALT1
FAM30A1	1.11867958576677e-28	0.255284739096219	0.271	0.128	2.01518940580025e-24	8	FAM30A
RNA28S2	2.5087826745533e-28	0.334492537700224	1	1	4.51932110994031e-24	8	RNA28S
DNAJC3	6.62644384217525e-27	0.259490746717713	0.332	0.179	1.19368759372945e-22	8	DNAJC3
SUB1	1.39430952068453e-26	0.389174516169187	0.581	0.447	2.51170917056112e-22	8	SUB1
TMBIM6	5.02156490649421e-26	0.291917041461398	0.54	0.38	9.04584702255868e-22	8	TMBIM6
MAN1A21	2.33749046256961e-25	0.26194933788502	0.472	0.301	4.21075531927289e-21	8	MAN1A2
MTDH	3.83519109957047e-23	0.414483402323615	0.538	0.414	6.90871324676624e-19	8	MTDH
ANKRD28	2.59833706174356e-21	0.598049766654541	0.447	0.316	4.68064438302486e-17	8	ANKRD28
UBC1	5.10785397756771e-20	0.352950851681815	0.743	0.622	9.20128815519047e-16	8	UBC
NEAT11	5.2453262859596e-19	0.272072612353026	0.601	0.453	9.44893077152762e-15	8	NEAT1
JUN1	2.72755325403576e-16	0.28864620165261	0.369	0.234	4.91341443182001e-12	8	JUN
FNBP1	3.48671884501384e-13	0.371917155201861	0.422	0.309	6.28097532740793e-09	8	FNBP1
NFKBIA1	0.000122541068949707	0.263039927702443	0.404	0.349	1	8	NFKBIA
AREG	0	2.13562939353957	0.974	0.172	0	9	AREG
SPINK22	4.36963392018394e-173	0.641077648850158	0.72	0.189	7.87145854381936e-169	9	SPINK2
MSI2	1.45177908169196e-151	0.58647094881726	0.584	0.15	2.6152348377599e-147	9	MSI2
RPS62	3.60617039599777e-121	0.512964283809337	1	0.999	6.49615535135037e-117	9	RPS6
EREG	1.74767637550479e-110	0.557820903882806	0.423	0.101	3.14826422283433e-106	9	EREG
NRIP1	3.9587440314538e-98	0.569432141184254	0.492	0.15	7.13128149826088e-94	9	NRIP1
RPL52	2.30048811199415e-94	0.492138888498077	1	0.983	4.14409928494626e-90	9	RPL5
MAP3K8	3.70113843170398e-88	0.3935567495919	0.445	0.13	6.66723077087156e-84	9	MAP3K8
TSC22D1	5.93364966920236e-88	0.352469896505678	0.325	0.075	1.06888765141011e-83	9	TSC22D1
SELL	1.87022180074351e-84	0.465224250580303	0.629	0.241	3.36901755185937e-80	9	SELL
RPS232	6.10967381821873e-82	0.410225457538445	1	0.985	1.10059664161392e-77	9	RPS23
PDE4B	2.78487477593369e-79	0.322840774927826	0.414	0.119	5.01667342136695e-75	9	PDE4B
RPL211	4.87236477239611e-75	0.366642652514048	0.996	0.991	8.77707790099435e-71	9	RPL21
RPL312	1.06706903734761e-74	0.393610999092085	1	0.993	1.92221816387799e-70	9	RPL31
NPR3	6.66593247359428e-74	0.338575074601335	0.349	0.094	1.20080107579327e-69	9	NPR3
NPM12	4.18172904536704e-72	0.505336381577438	0.948	0.742	7.53296670232418e-68	9	NPM1
CDK64	4.65765993630906e-71	0.6660523266025	0.77	0.422	8.39030860926715e-67	9	CDK6
RPL34	1.49522966502577e-69	0.410491676140088	1	0.991	2.69350671857743e-65	9	RPL34
EEF1A12	2.44965453049478e-68	0.330572124819877	1	0.999	4.4128076712333e-64	9	EEF1A1
RPL122	1.83141329018044e-67	0.405920243612464	0.996	0.975	3.29910790093104e-63	9	RPL12
RPS14P31	2.02706575099238e-67	0.455346668634921	0.935	0.757	3.65155624383767e-63	9	RPS14P3
RPL36A1	4.53525745697483e-65	0.379306335231325	1	0.973	8.16981278299446e-61	9	RPL36A
RPS242	1.00847005416869e-63	0.351118978424004	1	0.983	1.81665795557948e-59	9	RPS24
RPS291	4.29988683410336e-62	0.328366447662379	1	0.99	7.7458161429538e-58	9	RPS29
RPL23	3.62224133182023e-61	0.396258104573894	0.998	0.966	6.52510553514096e-57	9	RPL23
HSP90AB12	3.11494626305868e-59	0.445935104159016	0.941	0.692	5.61126419827391e-55	9	HSP90AB1
RPS3A2	1.80528547817276e-55	0.308153685779857	1	0.997	3.25204126038041e-51	9	RPS3A
RPLP0P22	3.2688663953165e-55	0.408470247840459	0.872	0.607	5.88853592452314e-51	9	RPLP0P2
HINT11	1.45932812529718e-53	0.408231969308759	0.913	0.653	2.62883368491034e-49	9	HINT1
RPL321	2.57614555515137e-53	0.319635750328114	1	0.979	4.64066860304967e-49	9	RPL32
RPL35A1	1.7560207151153e-51	0.343632466532453	0.996	0.979	3.1632957162087e-47	9	RPL35A
RPS121	2.12182015290299e-51	0.313636407944935	1	0.992	3.82224682343945e-47	9	RPS12
RPL41	4.32547487086246e-51	0.313953088722686	0.996	0.986	7.79191043237163e-47	9	RPL41
RPL72	1.12570731089116e-50	0.333517854994396	0.998	0.948	2.02784914983933e-46	9	RPL7
RPS251	5.4275764512548e-50	0.283539845205879	0.996	0.99	9.7772362192904e-46	9	RPS25
PCNP1	7.90042197122867e-50	0.360755130026149	0.991	0.924	1.42318201389713e-45	9	PCNP
RPS27A1	8.4098843656298e-50	0.293328429693096	1	0.991	1.51495656962455e-45	9	RPS27A
SNHG8	2.55183256530548e-48	0.358347676541573	0.718	0.406	4.59687118314129e-44	9	SNHG8
NAP1L11	2.65561870549894e-48	0.427576105144746	0.876	0.655	4.7838315360858e-44	9	NAP1L1
RPL13A2	5.4994994680094e-48	0.264420509763936	1	0.997	9.90679834167213e-44	9	RPL13A
RPS172	1.19189847671983e-47	0.320034463087601	0.989	0.951	2.1470859159631e-43	9	RPS17
LRRC75A-AS12	2.3866722455658e-47	0.413385587447319	0.902	0.641	4.29935138316223e-43	9	LRRC75A-AS1
HNRNPA13	8.03594034617728e-46	0.387427433502028	0.924	0.738	1.44759429396037e-41	9	HNRNPA1
RPL11	2.4988973868392e-45	0.292372899232837	1	0.992	4.50151375265213e-41	9	RPL11
RPS182	4.12307737120849e-45	0.297723852575066	1	0.991	7.42731157649497e-41	9	RPS18
SNHG6	1.56646286617069e-44	0.361725915827989	0.774	0.488	2.82182620711988e-40	9	SNHG6
EEF21	3.25777998328517e-44	0.383733566382087	0.931	0.773	5.8685648618899e-40	9	EEF2
RPL392	3.59156918772668e-43	0.285246533000024	0.998	0.983	6.46985273477084e-39	9	RPL39
GYPC2	5.33546585983477e-43	0.310965658352127	0.388	0.159	9.61130819990635e-39	9	GYPC
RPL221	5.81955624413101e-43	0.317152764414603	0.976	0.908	1.04833486181776e-38	9	RPL22
HIST1H1D2	7.89649439338102e-43	0.456711331598377	0.627	0.342	1.42247450002366e-38	9	HIST1H1D
EEF1G1	8.8898444554642e-42	0.334453903886527	0.972	0.865	1.60141658020732e-37	9	EEF1G
RPL262	1.63190652134072e-41	0.281388458742136	1	0.985	2.93971640754318e-37	9	RPL26
RPL21P28	1.09176361994365e-40	0.305542237935091	0.666	0.376	1.96670298496649e-36	9	RPL21P28
RPL141	1.3089549557121e-40	0.301235887117412	0.991	0.966	2.35795145721978e-36	9	RPL14
NUCB22	2.69674137366601e-40	0.400688674314751	0.685	0.418	4.85790991052196e-36	9	NUCB2
RPL37	5.51336533289362e-40	0.295237651498969	0.989	0.952	9.93177631067456e-36	9	RPL37
RPL241	2.47990938476611e-39	0.28628840182442	0.985	0.937	4.46730876571768e-35	9	RPL24
CLEC2D1	5.60471594868551e-39	0.281796231005	0.636	0.351	1.00963353099621e-34	9	CLEC2D
RPL13AP20	2.04674634909799e-36	0.29645740184799	0.664	0.389	3.68700887326512e-32	9	RPL13AP20
DNAJB6	9.85939455935789e-36	0.286476510076666	0.451	0.216	1.77607133592273e-31	9	DNAJB6
RPS142	1.69058225432672e-35	0.258835420642045	0.996	0.99	3.04541487294415e-31	9	RPS14
NCL1	5.89919792693716e-35	0.36422571449147	0.829	0.641	1.06268151455846e-30	9	NCL
EIF3E	4.03597235927633e-34	0.309974808940863	0.792	0.54	7.27040060800038e-30	9	EIF3E
RPL351	2.6976046200584e-33	0.253270038117956	0.998	0.96	4.8594649625732e-29	9	RPL35
GAS52	9.53614647405138e-33	0.334813250447015	0.803	0.547	1.71784142583562e-28	9	GAS5
RACK11	4.45418858849688e-32	0.286261455280081	0.961	0.883	8.02377532331829e-28	9	RACK1
ZFAS11	1.74847451101975e-31	0.323724314737365	0.805	0.558	3.14970198415098e-27	9	ZFAS1
LDHB1	1.88312797554647e-31	0.289973554218484	0.685	0.429	3.3922667351494e-27	9	LDHB
RPL10A2	4.19743905386031e-31	0.257410466202901	0.993	0.903	7.56126671162396e-27	9	RPL10A
RPL36	5.40808302981068e-31	0.2946328085579	0.879	0.7	9.74212076990095e-27	9	RPL36
NACA	1.40466795910277e-30	0.318053419352591	0.909	0.761	2.53036886152774e-26	9	NACA
RPS4X1	2.21260272022107e-30	0.288494107352893	0.985	0.91	3.98578254020624e-26	9	RPS4X
HSPD12	2.34697247155855e-30	0.29182601560661	0.714	0.455	4.22783621026557e-26	9	HSPD1
