p_val	avg_log2FC	pct.1	pct.2	p_val_adj	threshold
SARS2	7.46370974353711e-14	-1.28567582489568	0.008	0.02	1.34451267320077e-09	Down
TXLNG	7.54329840782371e-14	-0.516863140038282	0.05	0.076	1.35884977518536e-09	Down
BIVM	7.54469991935506e-14	-0.744087044082346	0.025	0.044	1.35910224347262e-09	Down
MTX2	7.86572953788249e-14	-0.839846293002202	0.024	0.043	1.41693251895415e-09	Down
ACAA2	8.08344382755123e-14	-0.29247000942044	0.111	0.147	1.45615157109508e-09	Down
CELF2	8.14742618651261e-14	0.318633718020831	0.351	0.308	1.46767735323838e-09	Up
SLC25A29	8.19545009545112e-14	-0.613189037291899	0.041	0.065	1.47632838019457e-09	Down
PGRMC2	8.28850202866224e-14	-0.379992780209377	0.077	0.108	1.49309075544322e-09	Down
ZCCHC11	8.35516259729116e-14	-0.254961155615175	0.146	0.187	1.50509899027603e-09	Down
TLDC2	8.36660941306859e-14	1.23195765180547	0.024	0.01	1.50716101967018e-09	Up
HLA-DQB1	8.4089628795931e-14	0.777845196138352	0.118	0.088	1.5147905731299e-09	Up
FAM214B	8.60169305479804e-14	1.16703928532714	0.029	0.014	1.54950898689132e-09	Up
IRAK1BP1	8.71768085958953e-14	-1.22573943083393	0.01	0.024	1.57040303004646e-09	Down
C20orf24	9.00079134303328e-14	0.398542954374687	0.239	0.2	1.62140255253402e-09	Up
CBX1	9.07155216432377e-14	-0.423167260659988	0.078	0.108	1.63414940688128e-09	Down
SPINT2	9.17917612303979e-14	-0.365489596403124	0.093	0.126	1.65353678680439e-09	Down
GPSM3	9.19522096463766e-14	0.57985353414238	0.093	0.065	1.65642710456983e-09	Up
MARCH2	9.22933907269182e-14	1.17946567602696	0.026	0.012	1.6625731405547e-09	Up
ZNF260	9.31074204405894e-14	-0.789291037477942	0.025	0.044	1.67723707181678e-09	Down
MRPS2	9.35107940558253e-14	-0.834891397122155	0.02	0.038	1.68450344412164e-09	Down
RITA1	9.38994790541017e-14	-1.10677322733411	0.01	0.023	1.69150521568059e-09	Down
F13A1	9.47875680698317e-14	0.440515259404012	0.129	0.096	1.70750325120995e-09	Up
NAA10	9.55201401231099e-14	-0.568269347874909	0.047	0.071	1.7206998041777e-09	Down
SHMT2	9.65249893207811e-14	-0.737711156855655	0.028	0.048	1.73880115762455e-09	Down
RPAP3	9.97534139685148e-14	-0.423997729803697	0.079	0.11	1.79695799922883e-09	Down
ST13P4	1.00715197209503e-13	-0.393442413030126	0.093	0.125	1.81428356253200e-09	Down
ZCCHC17	1.0128616528505e-13	-0.468433949587617	0.084	0.115	1.8245689814449e-09	Down
NCAM1	1.0896357059045e-13	1.01071121829259	0.033	0.017	1.96286976061636e-09	Up
CRISPLD1	1.11621815116793e-13	-1.07658381406043	0.01	0.023	2.01075537751391e-09	Down
CARNMT1	1.12851986146676e-13	-0.607916880613037	0.048	0.073	2.03291567844621e-09	Down
ZNF492	1.1400452868748e-13	-1.21164234518807	0.011	0.024	2.05367757977626e-09	Down
CCL28	1.16574462603737e-13	-0.805662493911805	0.022	0.04	2.09997236934372e-09	Down
EXOSC3	1.17985252153939e-13	-0.664340863782283	0.032	0.053	2.12538633230107e-09	Down
HLA-DMB	1.20438097695243e-13	0.612338582469859	0.111	0.081	2.16957189188211e-09	Up
NDUFS1	1.20799780230097e-13	-0.450074973014042	0.069	0.098	2.17608724106498e-09	Down
ZNF667-AS1	1.21187624084238e-13	-1.02842717561437	0.012	0.026	2.18307386025346e-09	Down
COX11	1.25500325290421e-13	-0.622206940028865	0.032	0.054	2.26076285978165e-09	Down
KIAA0586	1.26573525346896e-13	-0.512238522003857	0.063	0.091	2.28009548559899e-09	Down
SRD5A3	1.29799942280442e-13	-0.792181332283391	0.027	0.047	2.33821616023988e-09	Down
QKI	1.30168247298692e-13	0.396563797693896	0.207	0.168	2.34485080683864e-09	Up
TSHZ3	1.31089169660407e-13	2.13340850744586	0.011	0.003	2.36144030226256e-09	Up
MORF4L2	1.3125330041308e-13	-0.272263257436083	0.164	0.206	2.36439695364122e-09	Down
WDR48	1.35238851354663e-13	-0.396928976166995	0.077	0.107	2.4361926683029e-09	Down
TNNT1	1.35553335357419e-13	2.11561919400234	0.013	0.004	2.44185778312855e-09	Up
SNN	1.35631394383986e-13	1.00683662915641	0.035	0.018	2.44326393843312e-09	Up
ICA1	1.38147660287829e-13	-0.709888038612758	0.029	0.049	2.48859195242495e-09	Down
ADAM17	1.39044473622293e-13	0.506677830346739	0.109	0.079	2.50474714783199e-09	Up
CDKN2C	1.40108448424676e-13	-0.57981984308039	0.047	0.072	2.52391358992211e-09	Down
ADAT2	1.44339348174913e-13	-0.646625808612228	0.032	0.053	2.60012901802289e-09	Down
SOCS3	1.47209681826225e-13	1.008409592566	0.041	0.023	2.65183520841762e-09	Up
ARHGAP24	1.48023057032224e-13	1.46136910888131	0.016	0.006	2.66648734937849e-09	Up
NSUN5	1.48357827851073e-13	-0.544488430103538	0.045	0.069	2.67251791090923e-09	Down
KIF20B	1.50474968105511e-13	-0.300604244546651	0.128	0.166	2.71065607545268e-09	Down
ORAI2	1.51828613071242e-13	-0.4555888404337	0.091	0.123	2.73504063586535e-09	Down
LOC285505	1.52498852002773e-13	1.93874143191826	0.012	0.003	2.74711431997796e-09	Up
IFIT2	1.63130080446137e-13	1.32871334510038	0.036	0.019	2.93862526915671e-09	Up
CARD19	1.63265984611686e-13	0.482952064750696	0.143	0.109	2.94107344679492e-09	Up
GIMAP7	1.64443726150034e-13	0.441541746659158	0.091	0.063	2.96228928286672e-09	Up
DIS3L	1.66574383436471e-13	-0.545369373420033	0.055	0.081	3.00067094322459e-09	Down
TACC1	1.71825017476183e-13	0.405248405781313	0.219	0.18	3.09525586481596e-09	Up
HIF1A-AS2	1.72416354777882e-13	1.18600852189373	0.025	0.011	3.10590821496876e-09	Up
CHD1	1.75966246839887e-13	0.407000395454776	0.264	0.225	3.16985597057373e-09	Up
SACS	1.78578548119622e-13	-0.416895654780138	0.063	0.09	3.21691396582687e-09	Down
NFIA	1.80654213720324e-13	-0.771691230120703	0.046	0.07	3.25430500595792e-09	Down
DPEP2	1.80774160857273e-13	0.900409629997183	0.041	0.023	3.25646573368292e-09	Up
RAB7B	1.81793096329213e-13	-1.70265701443261	0.004	0.013	3.27482083727444e-09	Down
RPA1	1.83180660474653e-13	-0.647415466930765	0.037	0.059	3.2998164177904e-09	Down
MKKS	1.85519873025749e-13	-0.404672662980328	0.089	0.121	3.34195499268583e-09	Down
PSTPIP1	1.86001247464085e-13	0.974925690973563	0.035	0.018	3.35062647181802e-09	Up
ADAP1	1.88302652863103e-13	1.17006697802471	0.026	0.012	3.39208398867594e-09	Up
CSTF1	1.9018642806447e-13	-0.874327141333741	0.021	0.038	3.42601831515337e-09	Down
IPO11	1.92327790942553e-13	-0.669818177146594	0.029	0.05	3.46459282603915e-09	Down
VDR	1.9245157302826e-13	1.32476418063902	0.023	0.01	3.46682263653108e-09	Up
CKAP2	1.94239913505231e-13	-0.278327098227202	0.113	0.149	3.49903780188323e-09	Down
TCF12	1.94570133817517e-13	-0.392579845649854	0.091	0.124	3.50498639058875e-09	Down
NRXN2	1.99188667519878e-13	-0.970371258917219	0.015	0.03	3.58818465670309e-09	Down
TTC27	2.07205066144281e-13	-0.753420128114501	0.029	0.049	3.73259206152307e-09	Down
PIK3AP1	2.08108230424855e-13	0.468830520920452	0.157	0.122	3.74886166287333e-09	Up
FASTKD2	2.08388006404834e-13	-0.593959423370983	0.049	0.073	3.75390154737668e-09	Down
NET1	2.18040320500058e-13	-0.431884380789495	0.059	0.086	3.92777833348805e-09	Down
PTGFR	2.21237256591569e-13	2.42945360684336	0.012	0.003	3.98536794024053e-09	Up
OIP5	2.25802586936522e-13	-0.978356954206678	0.015	0.03	4.0676078010745e-09	Down
TMUB2	2.27601039354745e-13	0.76817622853915	0.062	0.039	4.10000512293638e-09	Up
MRPL50	2.2890909834851e-13	-0.766427330628704	0.027	0.047	4.12356849765006e-09	Down
REST	2.29665675680658e-13	-0.267032159612318	0.176	0.217	4.13719748171137e-09	Down
GEMIN6	2.29686459528366e-13	-0.731924818170968	0.024	0.042	4.13757188194399e-09	Down
CCDC88C	2.30162490081721e-13	0.484286977776811	0.115	0.085	4.14614709633213e-09	Up
ZNF84	2.31679038754492e-13	-0.582237363124753	0.042	0.065	4.17346620412342e-09	Down
CDC23	2.32464057076374e-13	-0.708574140779633	0.03	0.05	4.18760752417381e-09	Down
TBC1D12	2.34016884376167e-13	1.72260800105349	0.016	0.006	4.21558015515227e-09	Up
HNRNPA3P1	2.35092828994747e-13	-0.409231223936534	0.083	0.114	4.23496222151138e-09	Down
ZSWIM6	2.3512960850849e-13	0.865212396496291	0.048	0.028	4.23562476767195e-09	Up
LANCL1	2.35310892800852e-13	-0.577625022734553	0.043	0.066	4.23889042291455e-09	Down
ADNP	2.35644325478273e-13	-0.316903896925217	0.089	0.12	4.24489687916561e-09	Down
OSBPL8	2.3676682512497e-13	0.346241568532778	0.333	0.293	4.26511758780121e-09	Up
HIST2H2BE	2.38682014337389e-13	0.723250770073207	0.071	0.047	4.29961780627373e-09	Up
FDPS	2.39027237059208e-13	-0.525126570550421	0.048	0.073	4.30583664838457e-09	Down
MAFG	2.41962124251306e-13	0.49530780695291	0.121	0.09	4.35870570626303e-09	Up
TRIM59	2.45190387123672e-13	-0.77439276803153	0.038	0.061	4.41685963364583e-09	Down
TMEM223	2.49796459227853e-13	-0.552030589021087	0.043	0.067	4.49983341653054e-09	Down
RRP1	2.51226805087948e-13	-0.878131575742657	0.021	0.039	4.52559966685429e-09	Down
KMT2C	2.51788140881123e-13	0.346180552197154	0.258	0.217	4.53571156983255e-09	Up
C12orf45	2.6045395489411e-13	-0.557982478643539	0.051	0.076	4.69181754346249e-09	Down
GBP1	2.79561465801789e-13	0.96056646472861	0.051	0.031	5.03602024495343e-09	Up
RPUSD4	2.80896688557906e-13	-0.767197266627325	0.024	0.043	5.06007294768212e-09	Down
ACACA	2.84037420543038e-13	-0.905814533502462	0.017	0.034	5.11665009366229e-09	Down
SFXN2	2.86474689353489e-13	-1.14900146272341	0.008	0.021	5.16055505401375e-09	Down
DHPS	2.87225294146352e-13	-0.804178885385571	0.025	0.043	5.17407644875238e-09	Down
MATK	2.88990976229199e-13	-1.05757352127389	0.013	0.027	5.20588344579279e-09	Down
NDUFA2	2.94549936695213e-13	-0.330576597478268	0.149	0.188	5.30602255962757e-09	Down
LPP	3.00677156890536e-13	0.530273436088774	0.141	0.108	5.41639830422612e-09	Up
OCIAD1	3.07470027331084e-13	-0.251898335713554	0.203	0.247	5.53876507234215e-09	Down
PBK	3.07682266745991e-13	-1.46824494728938	0.006	0.017	5.54258835316228e-09	Down
SRSF9	3.22630863097259e-13	-0.397617531264609	0.074	0.104	5.81187236783402e-09	Down
THOC1	3.29231010297193e-13	-0.409204410618589	0.059	0.086	5.93076741949364e-09	Down
ZFAND1	3.35122360738327e-13	-0.469546203145692	0.062	0.089	6.03689420634021e-09	Down
RELT	3.36053556086451e-13	0.671519229121029	0.066	0.043	6.05366875934132e-09	Up
PPME1	3.36522220718374e-13	-0.830945794948357	0.023	0.041	6.0621112840208e-09	Down
UBE2N	3.37800570933389e-13	-0.273381082006437	0.138	0.176	6.08513948479408e-09	Down
PRMT3	3.39031345504328e-13	-0.62488001340627	0.029	0.049	6.10731065791497e-09	Down
SETX	3.39496122918878e-13	0.335289975705793	0.284	0.244	6.11568315826066e-09	Up
ATP6V0A1	3.49895462875007e-13	0.679379381993424	0.059	0.037	6.30301686823037e-09	Up
ADGRE1	3.53182809677678e-13	1.40310664356067	0.02	0.008	6.36223513353369e-09	Up
TRAF3IP3	3.55564734559559e-13	0.474834280754617	0.118	0.088	6.4051431283559e-09	Up
LAMP2	3.60336028138144e-13	0.339408105145692	0.317	0.278	6.49109321088052e-09	Up
STAT6	3.615335236746e-13	0.495710814173255	0.133	0.101	6.51266489547425e-09	Up
MYBL2	3.61611413351251e-13	-0.995479582907026	0.014	0.029	6.51406800010944e-09	Down
NUP37	3.62932366773327e-13	-0.717575732990529	0.028	0.047	6.53786365505472e-09	Down
ORC3	3.63652842101048e-13	-0.58736271870121	0.046	0.07	6.55084229760829e-09	Down
FCGR1A	3.70090281943632e-13	0.97908036105457	0.036	0.019	6.66680633893258e-09	Up
COL9A2	3.70444567180488e-13	1.06895113450105	0.031	0.015	6.6731884331893e-09	Up
GRHPR	3.78985326981125e-13	-0.512378511470117	0.072	0.1	6.82704168023798e-09	Down
TARBP1	3.82584451753744e-13	-0.559381917237533	0.043	0.066	6.89187631389194e-09	Down
FOXRED1	3.83116877247667e-13	-0.861151752586008	0.014	0.029	6.90146742673947e-09	Down
CXADR	3.89183004497299e-13	-1.8072129454752	0.004	0.014	7.01074264301434e-09	Down
CLPX	3.92259941689484e-13	-0.366135244133468	0.085	0.116	7.06617058959436e-09	Down
TRIM22	3.99659562371543e-13	0.526556762056674	0.13	0.099	7.19946735656098e-09	Up
TNS3	4.03367440735327e-13	0.718166007095146	0.056	0.035	7.26626107740619e-09	Up
NDUFB3	4.10538194546783e-13	-0.291337927172625	0.154	0.193	7.39543503656575e-09	Down
CBX2	4.16291716835075e-13	-1.53591092365781	0.005	0.016	7.49907898706705e-09	Down
PYCR2	4.21973483730402e-13	-0.458181763629962	0.07	0.098	7.60143033591946e-09	Down
USP14	4.26916052910083e-13	-0.313211382566953	0.118	0.153	7.69046577712224e-09	Down
ZNF141	4.2803509162717e-13	-0.464446585714476	0.06	0.087	7.71062414057184e-09	Down
MRPL30	4.32270330781987e-13	-0.427691128001532	0.071	0.1	7.78691773870672e-09	Down
UQCRC2	4.4128046835879e-13	-0.381287130053625	0.103	0.137	7.94922635701525e-09	Down
THG1L	4.47197507558127e-13	-0.677469812104431	0.033	0.053	8.0558159011521e-09	Down
STIL	4.59018926252344e-13	-0.734924084668325	0.025	0.043	8.26876693750972e-09	Down
VAMP5	4.74883995956197e-13	-0.571982218809518	0.047	0.071	8.55456030315493e-09	Down
CERS6	4.87826509682121e-13	-0.386176705574917	0.109	0.143	8.78770674541372e-09	Down
BTF3L4	4.95407837957824e-13	-0.287745544947571	0.123	0.159	8.92427679297224e-09	Down
NDUFB5	5.01245048760387e-13	-0.298081857713695	0.123	0.159	9.0294283083696e-09	Down
CD300LF	5.10315476041248e-13	0.69929964092821	0.059	0.038	9.19282298540704e-09	Up
HIPK1	5.11175566528646e-13	0.400405785883927	0.178	0.141	9.20831665544703e-09	Up
WDR46	5.12855877635735e-13	-0.759687725935544	0.029	0.048	9.23858577973013e-09	Down
PTRH2	5.13936885967353e-13	-0.601862193088403	0.041	0.064	9.25805906381590e-09	Down
SUCLG1	5.29627016722512e-13	-0.306059030653538	0.135	0.172	9.54070107923933e-09	Down
NOD2	5.35477323114879e-13	1.29232272807571	0.021	0.008	9.64608849859144e-09	Up
SLC9A7P1	5.3814703644123e-13	1.47718913813667	0.018	0.006	9.69418071445232e-09	Up
E2F1	5.41055163534592e-13	-1.40766395346537	0.007	0.019	9.74656771591214e-09	Down
LOC283683	5.58428997944582e-13	-0.958365894499137	0.018	0.034	1.00595399689737e-08	Down
ARHGAP11A	5.68053700592236e-13	-0.488421455331568	0.057	0.083	1.02329193624685e-08	Down
CSTF2T	5.72608240909916e-13	-0.617323163826086	0.031	0.051	1.03149648517512e-08	Down
LINC02207	5.87073097833129e-13	1.64200686853803	0.016	0.005	1.0575534784366e-08	Up
USP11	5.89987990410687e-13	-0.754923033430065	0.025	0.044	1.06280436592581e-08	Down
ENDOD1	5.95365619157635e-13	-0.564390515351795	0.029	0.049	1.07249162635056e-08	Down
CLIC1	5.9715442636865e-13	0.273288823824561	0.408	0.37	1.07571398366049e-08	Up
GUF1	6.00448408134848e-13	-0.495103653596797	0.061	0.087	1.08164776241412e-08	Down
CDKN3	6.06769190095831e-13	-0.580401852871752	0.033	0.053	1.09303401903863e-08	Down
CCDC171	6.09949338370269e-13	-0.624158672089257	0.031	0.051	1.0987627381402e-08	Down
RNF13	6.14272114417939e-13	0.495778164630943	0.139	0.107	1.10654978691248e-08	Up
DYRK3	6.16028941619555e-13	-1.25765578088525	0.008	0.019	1.10971453543347e-08	Down
RBL1	6.16987248465109e-13	-0.571054245632805	0.056	0.081	1.11144082938505e-08	Down
ZNF626	6.22560076503365e-13	-0.809293255916252	0.016	0.031	1.12147972181316e-08	Down
TIMM8A	6.24817194623871e-13	-1.06566008181335	0.014	0.028	1.12554569439544e-08	Down
PSMD10	6.41147871171759e-13	-0.514431196247358	0.057	0.082	1.15496377512881e-08	Down
COPS5	6.44340848516139e-13	-0.297276423880835	0.101	0.134	1.16071560451697e-08	Down
CTR9	6.47838427911274e-13	-0.341598338627471	0.105	0.138	1.16701614403937e-08	Down
DFFA	6.56369515131912e-13	-0.716924060146102	0.031	0.051	1.18238404455863e-08	Down
MTCH2	6.6517142208066e-13	-0.463585985174252	0.068	0.096	1.1982397997361e-08	Down
PLEKHO2	6.99447881429579e-13	1.0760908298157	0.027	0.013	1.25998541360724e-08	Up
VKORC1	7.0048564622e-13	-0.471575717285561	0.073	0.101	1.26185484310071e-08	Down
FASTKD1	7.04549787081641e-13	-0.437135033440063	0.054	0.079	1.26917598644887e-08	Down
NOM1	7.10812803912988e-13	-0.575887399368749	0.044	0.067	1.28045818496886e-08	Down
LDLR	7.13198512049106e-13	0.748185097703813	0.063	0.04	1.28475579960526e-08	Up
MX1	7.17443630674108e-13	0.931791008217011	0.049	0.03	1.29240295629634e-08	Up
APEH	7.18335335366781e-13	-0.665714878220244	0.03	0.049	1.29400927312972e-08	Down
TLR7	7.26741477439487e-13	1.37756518406147	0.021	0.009	1.30915209745949e-08	Up
SLC39A10	7.27727699289227e-13	-0.414209668135921	0.077	0.106	1.31092867749961e-08	Down
ZNHIT3	7.36373217968751e-13	-0.423231381864509	0.073	0.101	1.32650271484891e-08	Down
DDX3X	7.49807849388551e-13	0.350583864212913	0.317	0.28	1.35070385988854e-08	Up
NHSL2	7.56723901014757e-13	1.36271205596711	0.016	0.006	1.36316243528798e-08	Up
THOC3	7.81688105528866e-13	-0.978857724805049	0.016	0.032	1.4081329532997e-08	Down
PLGRKT	7.81746955901539e-13	-0.501549904950627	0.051	0.076	1.40823896636103e-08	Down
RAVER2	7.84639130795876e-13	-0.798884585716058	0.022	0.039	1.41344893021569e-08	Down
HBQ1	8.11494441468846e-13	-2.0628678209434	0.002	0.011	1.46182608686198e-08	Down
LRP10	8.24839143789901e-13	0.711344474683524	0.06	0.038	1.48586523362313e-08	Up
PSPH	8.46728866418016e-13	-0.948539246132621	0.017	0.033	1.52529737996541e-08	Down
TUBA1A	8.49510263157854e-13	0.45832871202839	0.218	0.182	1.53030778805256e-08	Up
POLDIP2	8.52536483929443e-13	-0.668478453185667	0.036	0.057	1.5357592221505e-08	Down
TMEM167B	8.53910356022433e-13	0.609433806665296	0.09	0.064	1.53823411533881e-08	Up
CTDSPL	8.55426680922456e-13	-0.940964334364032	0.012	0.026	1.54096562301371e-08	Down
WRNIP1	8.58388025783216e-13	-0.607700748836916	0.047	0.071	1.54630018964589e-08	Down
CSTF3	8.6443461016058e-13	-0.580732408507553	0.047	0.07	1.55719250674327e-08	Down
NEURL1B	8.88899489396978e-13	-1.25765578088525	0.008	0.02	1.60126354019972e-08	Down
TPSAB1	8.98277390980204e-13	-0.617029105049093	0.013	0.027	1.61815689211174e-08	Down
UBAP2L	9.0763176516827e-13	-0.350589037826378	0.093	0.125	1.63500786177412e-08	Down
NME7	9.10246208873412e-13	-0.779793656549365	0.021	0.039	1.63971752066456e-08	Down
HOOK1	9.42352871831666e-13	-1.05013122989882	0.01	0.023	1.69755446331756e-08	Down
PRPF38A	9.63502067851838e-13	-0.359363576121439	0.089	0.12	1.7356526250283e-08	Down
METAP1	9.70768803409486e-13	-0.378226812649047	0.06	0.087	1.74874292246185e-08	Down
ZBTB7B	9.71947277621664e-13	1.20959534221135	0.023	0.01	1.75086582590767e-08	Up
PSMC6	9.77285281949883e-13	-0.287997804848679	0.129	0.166	1.76048170690452e-08	Down
ACTR3	9.80184238628544e-13	0.28273819768403	0.377	0.341	1.76570388746546e-08	Up
RTL10	9.85981577930099e-13	-0.983275139221996	0.015	0.03	1.77614721448328e-08	Down
ATP6V0D1	9.93390404293926e-13	0.650992412960013	0.06	0.038	1.78949347429508e-08	Up
TNFRSF10B	1.02987321182172e-12	0.963783476280066	0.035	0.019	1.85521360377566e-08	Up
GRWD1	1.03518122806479e-12	-0.868872711241633	0.022	0.039	1.86477546423591e-08	Down
SMARCB1	1.03759427759935e-12	-0.474328436215602	0.054	0.08	1.86912233166747e-08	Down
SEPHS2	1.03846688223532e-12	-0.361413192425674	0.085	0.115	1.8706942416587e-08	Down
BLOC1S5	1.03959124642944e-12	-0.476823271839646	0.054	0.079	1.872719671318e-08	Down
BAZ2B	1.04082853805383e-12	0.366583308612281	0.237	0.198	1.87494852845016e-08	Up
TP53BP1	1.06458660358256e-12	-0.494458645145861	0.067	0.094	1.91774630769362e-08	Down
RNF5	1.06932038374029e-12	-0.418599491459863	0.063	0.09	1.92627373926976e-08	Down
PRPF6	1.07051173054439e-12	-0.37596381780771	0.088	0.119	1.92841983140266e-08	Down
SRGAP2C	1.07400842229325e-12	0.830515515242733	0.046	0.027	1.93471877191906e-08	Up
CLMN	1.07426095584295e-12	0.935346853785332	0.042	0.024	1.93517368585549e-08	Up
FAM213A	1.08312636048245e-12	-0.904628567151749	0.019	0.035	1.95114382577309e-08	Down
UQCC3	1.08610732927911e-12	-0.52808456352111	0.051	0.076	1.95651374296339e-08	Down
DBF4	1.09449001798091e-12	-0.424355851945511	0.062	0.089	1.97161431839081e-08	Down
PEMT	1.16318409343549e-12	-1.13639685636537	0.013	0.026	2.09535982591469e-08	Down
PARP2	1.17774201082569e-12	-0.612101388704946	0.038	0.059	2.1215844583014e-08	Down
GFI1	1.18863476825536e-12	-0.79382904829004	0.022	0.04	2.14120667153521e-08	Down
NLE1	1.19522042715117e-12	-1.58482052413876	0.005	0.015	2.15307007747012e-08	Down
ELP5	1.2257203950346e-12	-0.541639700374878	0.043	0.065	2.20801271961532e-08	Down
TBCE	1.25092456983584e-12	-0.716483169299631	0.025	0.043	2.25341552010228e-08	Down
FAM234A	1.27365159795546e-12	-0.583205868076662	0.053	0.077	2.29435598855697e-08	Down
TUBGCP4	1.31674441992605e-12	-0.7998858853335	0.024	0.041	2.37198339805478e-08	Down
SUSD6	1.3209761160655e-12	0.510626261344279	0.124	0.093	2.37960637548038e-08	Up
CSNK2B	1.3220715455653e-12	-0.435750334815999	0.075	0.104	2.38157968218132e-08	Down
ZNF184	1.32381190056268e-12	-0.730768225521259	0.03	0.049	2.38471475767361e-08	Down
ALG3	1.33115120367563e-12	-0.888973917298142	0.018	0.033	2.39793577830128e-08	Down
BCL2	1.334501925479e-12	-0.439003575109937	0.062	0.089	2.40397176855787e-08	Down
STT3A	1.34327448255488e-12	-0.491926849847249	0.06	0.086	2.41977465287437e-08	Down
TESPA1	1.36275708333905e-12	-0.574265342070824	0.038	0.06	2.45487060992697e-08	Down
C1orf43	1.37820831359999e-12	-0.356308496422411	0.119	0.154	2.48270445611903e-08	Down
GLMN	1.44148610303277e-12	-0.726195981746333	0.027	0.046	2.59669306600323e-08	Down
SRGAP2	1.49530733847469e-12	0.786996446540965	0.046	0.028	2.69364663952831e-08	Up
GPAA1	1.51675826306252e-12	-0.584820524138757	0.038	0.06	2.73228833508082e-08	Down
JDP2	1.51798240847442e-12	0.773151320147305	0.055	0.034	2.73449351062583e-08	Up
NCAPD3	1.56243124399103e-12	-0.554243578393585	0.047	0.07	2.81456364292545e-08	Down
ZNF704	1.5651722897719e-12	-0.89949106488783	0.014	0.029	2.81950136279509e-08	Down
CCDC15	1.57351316187826e-12	-1.05285111103148	0.012	0.025	2.83452660980751e-08	Down
CNOT1	1.57422814341198e-12	-0.321614460854479	0.131	0.167	2.83581457754233e-08	Down
TMEM5	1.64065821012511e-12	-0.691561794118004	0.033	0.053	2.95548169971937e-08	Down
RFWD3	1.64120043609264e-12	-0.602609837582285	0.033	0.054	2.95645846557728e-08	Down
SMIM19	1.68664434908957e-12	-0.413323788102718	0.088	0.118	3.03832113044996e-08	Down
AIFM1	1.76580141197108e-12	-0.498780693072065	0.064	0.091	3.1809146635247e-08	Down
HAUS6	1.82372348146014e-12	-0.384859148941636	0.081	0.11	3.2852554795023e-08	Down
BOP1	1.83023936357015e-12	-0.966907601616314	0.014	0.028	3.29699318953527e-08	Down
TYMSOS	1.94006896770033e-12	-1.07534822300186	0.01	0.023	3.49484023841538e-08	Down
ZNF43	1.95107493871758e-12	-0.337216158874569	0.07	0.097	3.51466639460585e-08	Down
CHCHD3	1.95391509855282e-12	-0.410866157261444	0.081	0.11	3.51978265853305e-08	Down
PDE4D	1.96812658566818e-12	0.438517167945311	0.131	0.1	3.54538323142266e-08	Up
CNOT6	1.989859495927e-12	-0.520092209386657	0.048	0.071	3.5845328959629e-08	Down
AHSA1	1.98990180629952e-12	-0.520230729695766	0.047	0.07	3.58460911386795e-08	Down
NUDT8	1.99908544041884e-12	-1.01035039723524	0.012	0.025	3.6011525123705e-08	Down
ATP6V1B2	2.00641364416276e-12	0.560726163321381	0.109	0.08	3.61435353859479e-08	Up
TRMT13	2.04686855166388e-12	-0.616784863774835	0.04	0.062	3.68722900896732e-08	Down
PARPBP	2.07228454141802e-12	-0.706266150607838	0.028	0.047	3.73301337291042e-08	Down
UTP6	2.10644079057194e-12	-0.287113540650183	0.112	0.146	3.7945424401363e-08	Down
SETMAR	2.14115909848728e-12	-0.928857254516461	0.015	0.029	3.85708400001499e-08	Down
ZNF445	2.15851565589543e-12	-0.6009190277034	0.042	0.064	3.88835010253002e-08	Down
LRPAP1	2.17292079896893e-12	0.37928761216929	0.169	0.134	3.91429952726262e-08	Up
TFPI	2.18347852714013e-12	-0.330287910091878	0.07	0.098	3.93331821879022e-08	Down
NCF1B	2.19515153462334e-12	1.65500649053371	0.013	0.004	3.95434597447048e-08	Up
MEX3B	2.21425227222744e-12	-0.808973403339642	0.019	0.035	3.98875404319051e-08	Down
FAM89A	2.23110903053093e-12	-1.16723634274957	0.01	0.023	4.01911980759842e-08	Down
URB1	2.23568942762994e-12	-0.9998580234176	0.015	0.029	4.02737093493257e-08	Down
ZDHHC24	2.26493961284741e-12	-0.589555333248791	0.043	0.066	4.08006221858333e-08	Down
ERG28	2.27340601937718e-12	-0.686990016404618	0.032	0.052	4.09531360330605e-08	Down
MDM1	2.3209350908916e-12	-0.55322739944344	0.044	0.067	4.18093247273213e-08	Down
PUF60	2.42448289216664e-12	-0.418083800327492	0.065	0.092	4.36746348194899e-08	Down
NFRKB	2.42954314139427e-12	-0.511757061949033	0.049	0.073	4.37657901490764e-08	Down
SLC39A14	2.48480147304286e-12	-1.22848239846556	0.009	0.02	4.47612137353941e-08	Down
UBIAD1	2.53228645278808e-12	-0.771105437301713	0.029	0.048	4.56166081605245e-08	Down
SNUPN	2.59486857003329e-12	-0.540258483574167	0.045	0.067	4.67439624205796e-08	Down
CRYGD	2.59593659032615e-12	-1.68915718395349	0.003	0.012	4.67632017381352e-08	Down
TSPAN13	2.61986242819317e-12	-0.771233648369638	0.019	0.035	4.71942017814718e-08	Down
EMC4	2.62239848000673e-12	-0.394249774434219	0.112	0.145	4.72398862188412e-08	Down
WDR5	2.6332385048493e-12	-0.672193558981094	0.027	0.046	4.74351584263553e-08	Down
ZC3H13	2.66565344855811e-12	-0.262246659807085	0.175	0.215	4.80190812223258e-08	Down
STX12	2.69490356611167e-12	0.711296236650867	0.063	0.041	4.85459928399356e-08	Up
